companies,url,platform_version_release_dates,memory,sound,connectivity,media,name,slug,resolutions,checksum,output,cpu,main_manufacturer,graphics,online,os,platform_logo,storage,id,summary
[100],https://www.igdb.com/platforms/mac/version/lion,[156],,,,,Lion,lion,,0e81de0e-b15d-9b18-1c5d-37c0d3868220,,,,,,,96.0,,147,"Mac OS X Lion (version 10.7), marketed as OS X Lion, is the eighth major release of Mac OS X, Apple's desktop and server operating system for Macintosh computers. It brings many developments made in Apple's iOS, such as an easily navigable display of installed applications, to the Mac, and includes support for the Mac App Store, as introduced in Mac OS X Snow Leopard."
,https://www.igdb.com/platforms/neo-geo-pocket-color/version/initial-version,"[352, 353, 354]",,,,,Initial version,initial-version,,072f9851-5319-eadc-91b3-6e1a44ecdc3f,,,,,,,269.0,,158,"The Neo Geo Pocket Color (also stylized as NEOGEOPOCKET COLOR, often abbreviated NGPC), is a 16-bit color handheld video game console manufactured by SNK. It is a successor to SNK's monochrome Neo Geo Pocket handheld which debuted in 1998 in Japan, with the Color being fully backward compatible. The Neo Geo Pocket Color was released on March 16, 1999 in Japan, August 6, 1999 in North America, and on October 1, 1999 in Europe, entering markets all dominated by Nintendo."
,https://www.igdb.com/platforms/pdp1/version/initial-version,[553],,,,,Initial version,initial-version,,3e8b8f96-6c0f-cb1f-85ef-f04db9c6a515,,,,,,,,,115,
[590],https://www.igdb.com/platforms/dc/version/initial-version-62da4d4a-0faa-489f-bab1-a0ec26db72d9,"[121, 122, 123, 124]","16 MB RAM, 8 MB video RAM, 2 MB audio RAM","67 MHz Yamaha AICA with 32-bit ARM7 RISC CPU core, 64 channels","56K Modem, 100Mbit Broadband Adapter","CD, 1.2 GB GD-ROM",Initial version,initial-version-62da4d4a-0faa-489f-bab1-a0ec26db72d9,"640x480, Progressive",b880975a-f8f6-9caa-ad5d-aa4b868570c4,"VHF, Composite Video, S-Video, VGA, RF Modulator, RGB SCART",Hitachi SH4 32-bit RISC @ 200 MHz,,"100 MHz PowerVR2, integrated with the system's ASIC","SegaNet, GameSpy, Dreamarena",Custom Windows CE with DirectX API and dynamic-link libraries,270.0,128K VMU,16,"The Dreamcast is a home video game console released by Sega on November 27, 1998, in Japan, September 9, 1999, in North America, and October 14, 1999, in Europe. It was the first in the sixth generation of video game consoles, preceding Sony's PlayStation 2, Nintendo's GameCube, and Microsoft's Xbox. The Dreamcast was Sega's final home console, marking the end of the company's eighteen years in the console market. 
 
In contrast to the expensive hardware of the unsuccessful Sega Saturn, the Dreamcast was designed to reduce costs with ""off-the-shelf"" components, including a Hitachi SH-4 CPU and an NEC PowerVR2 GPU. Released in Japan to a subdued reception, the Dreamcast enjoyed a successful U.S. launch backed by a large marketing campaign, but interest in the system steadily declined as Sony built hype for the upcoming PlayStation 2. Sales did not meet Sega's expectations despite several price cuts, and the company continued to incur significant financial losses. After a change in leadership, Sega discontinued the Dreamcast on March 31, 2001, withdrawing from the console business and restructuring itself as a third-party publisher. In total, 9.13 million Dreamcast units were sold worldwide. 
 
Although the Dreamcast had a short lifespan and limited third-party support, reviewers have considered the console ahead of its time. Its library contains many games considered innovative, including Crazy Taxi, Jet Set Radio, Phantasy Star Online, and Shenmue, as well as high-quality ports from Sega's NAOMI arcade system board. The Dreamcast was also the first console to include a built-in modular modem for internet support and online play."
[361],https://www.igdb.com/platforms/fairchild-channel-f/version/initial-version,"[169, 175]",64 bytes,"120 Hz, 500 Hz and 1 kHz beeps (can be modulated to produce different tones)",,2 kB VRAM Cartridges,Initial version,initial-version,128x64 pixels,692b8969-62e7-ab05-7f9d-c91f2cddcab1,"RF modulated composite video signal, cord hardwired to console",Fairchild F8 at 1.79MHz,,8 colors (either black/white or four color max. per line),,,316.0,,165,"The Fairchild Channel F is a home video game console released by Fairchild Semiconductor in November 1976. It has the distinction of being the first programmable ROM cartridge–based video game console, and the first console to use a microprocessor. It was launched as the Video Entertainment System, or VES, but when Atari released their VCS the next year, Fairchild renamed its machine. By 1977, the Fairchild Channel F had sold 250,000 units and trailed behind the VCS."
[59],https://www.igdb.com/platforms/android/version/gingerbread-2-3-3,[110],,,,,Gingerbread 2.3.3,gingerbread-2-3-3,,5dc8a075-11ed-40c1-6c88-a82d92cac368,,,,,,,62.0,,8,
,https://www.igdb.com/platforms/trs-80-color-computer/version/initial-version,[550],4 KB / 16 KB / 32 KB / 64 KB / 128 KB / 512 KB,,,,Initial version,initial-version,,a0ee8357-7d8e-7041-65dd-8ec687f78d8b,,Motorola 6809E @ 0.895 MHz / 1.79 MHz,,MC6847 Video Display Generator (VDG),,Color BASIC 1.0 / 2.0 / OS-9,541.0,,216,"The RadioShack TRS-80 Color Computer (later marketed as the Tandy Color Computer and sometimes nicknamed the CoCo) is a line of home computers based on the Motorola 6809 processor. The Tandy Color Computer line started in 1980 with what is now called the CoCo 1 and ended in 1991 with the more powerful CoCo 3. All three CoCo models maintained a high level of software and hardware compatibility, with few programs written for the older model being unable to run on the newer ones. 
 
Despite bearing the TRS-80 name, the Color Computer is a radical departure from the earlier TRS-80. In particular it has a Motorola 6809E processor, rather than the TRS-80's Zilog Z80. The machines in the Color Computer line are not compatible with software made for the earlier TRS-80."
,https://www.igdb.com/platforms/odyssey--1/version/itt-odyssee,,,,,,ITT Odyssee,itt-odyssee,,2936d394-f592-9f35-2eda-f5a2c23c220c,,,,,,,322.0,,169,"One of two versions of the Magnavox Odyssey that was officialy licensed from Magnavox. The ITT Odyssee was the first home video game console released in Europe. Released only in Germany all of the text for the system (manuals, cards, etc) was changed to German. It is unknown how many were sold or why Magnavox released its own German version shortly after."
[101],https://www.igdb.com/platforms/mac/version/mountain-lion,[157],,,,,Mountain Lion,mountain-lion,,49d004c2-b4ba-e954-cefc-6f55368ceb15,,,,,,,97.0,,148,"OS X Mountain Lion (version 10.8) is the ninth major release of OS X (formerly called Mac OS X), Apple Inc.'s desktop and server operating system for Macintosh computers. Named to signify its status as a refinement of the previous OS X version, Lion, Apple's stated aims in developing Mountain Lion were to allow users to more easily manage and synchronise content between multiple Apple devices and to make the operating system more familiar. The operating system gained the new malware-blocking system Gatekeeper and integration with Apple's online Game Center and iCloud services, while the Safari web browser was updated to version 6. As on iOS, Notes and Reminders became full applications, separate from Mail and Calendar, while the iChat application was replaced with a version of iOS's Messages. Mountain Lion also added a version of iOS's Notification Center, which groups updates from different applications in one place."
,https://www.igdb.com/platforms/philips-cd-i/version/initial-version,"[193, 194]",1MB RAM,MCD 221,,"CD-i, Audio CD, CD+G, Karaoke CD, VCD",Initial version,initial-version,384×280 to 768×560,0c1e8563-cd6c-acf1-5371-f269278b5260,,16/32-bit Philips 68070 CISC Chip @ 15.5 MHz,,Philips SCC66470,,CD-RTOS (based on Microware's OS-9),288.0,,155,
,https://www.igdb.com/platforms/microvision--1/version/initial-version,,,,,,Initial version,initial-version,,32a0f46a-4ef0-cede-1293-61950306bb71,,,,,,,314.0,,102,
,https://www.igdb.com/platforms/fds/version/initial-version-c99a4073-0ce0-49d1-afcf-4e9ff7cd7ade,[125],,,,Floppy Disk,Initial version,initial-version-c99a4073-0ce0-49d1-afcf-4e9ff7cd7ade,,ee15f73b-d8a5-36f1-6335-e2248ded4b0b,,,,,,,299.0,,38,
[290],https://www.igdb.com/platforms/ps4--1/version/playstation-4-pro,[207],GDDR5 8GB,,"Super-Speed USB (USB 3.1 Gen.1) port × 3, AUX port × 1, Ethernet (10BASE-T, 100BASE-TX, 1000BASE-T)×1, IEEE 802.11 a/b/g/n/ac, Bluetooth® 4.0 (LE)","BD × 6 CAV, DVD × 8 CAV",PlayStation 4 Pro,playstation-4-pro,"capable of running at up to 4K (3840 x 2160 pixels, also known as “2160p”) resolution",1663bed9-c084-4ffa-67f6-ce8197d0c034,,"x86-64 AMD ""Jaguar,"" 8 cores",,"4.20 TFLOPS, AMD Radeon™ based graphics engine",PlayStation Network,Orbis OS,231.0,1 tb,179,"Also Known as the PS4 Neo and PS4.5

""PS4 Pro is a high-end version of PS4 that is capable of outputting 4K graphics, HDR support, smoother and more stable framerates, and 4K video streaming. Upon its launch, PS4 Pro will make supported PS4 games look better and run more smoothly, while giving developers an upgraded toolset to create even richer, more detailed game worlds. How these powerful new tools are used is up to individual developers and the experience they are creating."""
[531],https://www.igdb.com/platforms/ti-99/version/texas-instruments-ti-99-slash-4a,[549],16 KB RAM 256 bytes scratchpad RAM,,,,Texas Instruments TI-99/4A,texas-instruments-ti-99-slash-4a,,b611731b-230f-ec6b-42f5-c6be0fc3ce3b,,TMS9900 @ 3 MHz,,TMS9918A,,TI BASIC,540.0,,427,The Texas Instruments TI-99/4A is a home computer released in June 1981 in the United States. It is an enhanced version of the less successful TI-99/4 which was released in late 1979.
,https://www.igdb.com/platforms/sol-20/version/initial-version,[544],,,,,Initial version,initial-version,,f181f827-4319-391c-0878-713f927f3818,,,,,,,,,354,"The Sol-20 was the first fully assembled microcomputer with a built-in keyboard and television output, what would later be known as a home computer. The design was a combination of an Intel 8080-based motherboard, a VDM-1 graphics card, the 3P+S I/O card to drive a keyboard, and circuitry to connect to a cassette deck for program storage. Additional expansion was available via five S-100 bus slots at the back of the machine. It also included swappable ROMs with a rudimentary operating system."
,https://www.igdb.com/platforms/segacd/version/initial-version-4a139f68-37d5-4cda-977a-77d29be274dd,"[21, 22, 23, 24, 25]",,,,"CD-ROM, CD+G",Initial version,initial-version-4a139f68-37d5-4cda-977a-77d29be274dd,,823d3ec0-0d73-bd24-ea38-4d52de8ed26a,,MC68000 @ 12.5 MHz,,,,,284.0,Internal RAM,80,
,https://www.igdb.com/platforms/vectrex/version/vectrex,"[103, 104, 105]",1 kB (two 4-bit 2114 chips),General Instrument AY-3-8912,,ROM cartridge,Vectrex,vectrex,,a843953b-c191-fae3-b05d-fc616d746ddb,,Motorola MC68A09 @ 1.5 MHz,,MOS 6522 Versatile Interface Adapter (VIA),,,305.0,,70,"The Vectrex is a vector display-based home video game console that was developed by Western Technologies/Smith Engineering. It was licensed and distributed first by General Consumer Electronics (GCE), and then by Milton Bradley Company after its purchase of GCE. Unlike other non-portable video game consoles, which connected to televisions and rendered raster graphics, the Vectrex has an integrated vector monitor which displays vector graphics. The Vectrex is monochrome and uses plastic screen overlays to simulate color and various static graphics and decorations"
,https://www.igdb.com/platforms/ti-99/version/texas-instruments-ti-99-slash-4,[548],,,,,Texas Instruments TI-99/4,texas-instruments-ti-99-slash-4,,fa1ab443-9e4c-577e-ff87-3369a14df675,,TMS9900 @ 3 MHz,,TMS9918,,,539.0,,172,
[489],https://www.igdb.com/platforms/amiga-cd32/version/initial-version,[506],2 MB Chip RAM,4 × 8-bit PCM channels / Stereo audio (RCA),,,Initial version,initial-version,From 320×200 to 1280×400i (NTSC) / From 320×256 to 1280×512i (PAL),93e467c3-b4c0-7723-a733-3d066c10ab2e,Headphone jack 3.5 mm /  2 × Mouse/Gamepad ports / RS-232 serial AUX port and for keyboard / Expansion slot behind a plate / Power input / RF audio/video out (RCA) /  S-Video out / Composite video out (RCA) / Audio out Left & Right (2 × RCA),"Motorola 68EC020 @ 14.18 MHz (PAL), 14.32 MHz (NTSC)",,RF modulator (RCA) / Composite video (RCA) / S-Video / 24-bit colour palette (16.8 million colors),,AmigaOS 3.1,283.0,1 MB Kickstart ROM with CD32 firmware / 1 KB non-volatile EEPROM,152,"The Amiga CD32, code-named ""Spellbound"", is a 32 bit home video game console developed by Commodore and released in western Europe, Australia, Canada and Brazil. It was first announced at the Science Museum in London on July 16, 1993, and was released in September of the same year. 
 
The CD32 is part of a family of Amiga computers and other hardware. It uses CD-ROM as its storage medium. It was based on Commodore's Advanced Graphics Architecture chipset, and is of similar specification to the Amiga 1200 computer. Using third party devices, it is possible to upgrade the CD32 with keyboard, floppy drive, hard drive, RAM and mouse, turning it into the equivalent of an Amiga 1200 personal computer. A hardware MPEG decompression module for playing Video CD was also released. 
 
In the Christmas period following its launch, the CD32 accounted for 38% of all CD-ROM drive sales in the UK, exceeding sales of the Mega-CD; however, it was soon overshadowed by CD-ROM based games consoles from other companies, and was discontinued as Commodore went into bankruptcy."
