standalone_expansions,player_perspectives,category,cover,url,aggregated_rating,total_rating_count,alternative_names,genres,remasters,bundles,keywords,tags,expansions,age_ratings,storyline,involved_companies,name,slug,checksum,rating_count,videos,version_title,screenshots,game_modes,themes,artworks,external_games,language_supports,websites,rating,ports,franchises,game_engines,platforms,created_at,updated_at,parent_game,aggregated_rating_count,version_parent,expanded_games,game_localizations,collection,multiplayer_modes,first_release_date,remakes,similar_games,dlcs,status,total_rating,follows,hypes,release_dates,id,franchise,summary
,,0,91569.0,https://www.igdb.com/games/infini,75.0,2.0,,"[8, 9, 31, 32, 33]",,[204976],,"[1, 268435464, 268435465, 268435487, 268435488, 268435489]",,"[40960, 138929, 138930, 138931, 138932, 138933, 140880]",,"[129067, 129070]",Infini,infini,e5ab33ab-d580-ef55-9862-463909ea0651,1.0,[30193],,"[334312, 334313, 334314, 334315, 334316, 334317, 334318, 334319]",[1],[1],[15814],"[1753824, 1777027, 1864654, 1918136, 2703509, 2704781, 2704798, 2705166, 2708230, 2708750]","[6586, 6587, 6588, 6589, 6590, 6591, 696377, 696378, 697079]","[117234, 117235, 140575, 392474]",70.0,,,,"[3, 6, 14, 48, 49, 130, 167, 169]",1569821038,1688753112,,1.0,,,[27144],,,1583280000.0,,"[20342, 24426, 25646, 28070, 55173, 55190, 56033, 77529, 89597, 110503]",[170440],,72.5,,,"[188355, 188356, 188357, 250827, 401714, 476251, 476252, 476665, 476666]",122650,,"Integrating an outlandish narrative with rigorous mind-bending puzzles, Infini walks a fine line of meditative and chaotic. Standout visuals and concepts are used to create an imaginative and surrealist world where concepts like Poetry, War, Time, and Hope are personified. After being catapulted into Infinity by War, Hope must find his way back to the real world before it begins to suffer from his absence."
,,0,209421.0,https://www.igdb.com/games/the-crew-2-special-edition,,,"[102424, 102797]",[10],,,,[268435466],,"[83891, 91847, 91985, 111551, 111552]",,"[202293, 202294]",The Crew 2: Special Edition,the-crew-2-special-edition,f76dddca-e1ec-f98f-b847-6c5c33b05b6e,,"[81897, 81898]",Special Edition,"[587446, 587447, 587448]",,,"[46753, 46754]","[2078982, 2083403, 2122625, 2122648, 2122649, 2586979, 2589163, 2590267, 2604537, 2625923, 2683845, 2703855]","[705321, 705322, 705323, 705324, 705325, 705326, 705327, 705328, 705329, 705330, 705331, 705332, 705333, 705334, 705335, 705336, 705337, 705338, 705339, 705340, 705341, 705342, 705343, 705344, 705345, 705346, 705347, 705348, 705349, 705350]","[312633, 312634, 312636, 312638, 312640]",,,,,"[6, 48, 49]",1627975519,1688753086,,,28856.0,,"[15405, 21575]",,,1625616000.0,,"[27378, 27553, 44178, 55192, 80382, 103018, 104983, 107227, 109292, 255755]",,,,,,"[301732, 301733, 301734]",161179,,"Take on the American motorsports scene as you explore the USA in one of the most exhilarating open worlds ever created. With a wide variety of vehicles to choose from, experience the thrill and excitement of competing across the USA as you test your skills in a wide range of disciplines. The Special Edition features the Digital Special Pack which includes: Dodge Challenger SRT Demon Interception Unit & Porsche 911 Speedster"
,[3],0,142453.0,https://www.igdb.com/games/reverie-knights-tactics,79.0,2.0,[100098],"[12, 15, 16, 24, 31, 32, 34]",,,"[182, 226, 510, 592, 962, 1923, 2399, 2586, 2590, 2814, 4248, 17309]","[17, 268435468, 268435471, 268435472, 268435480, 268435487, 268435488, 268435490, 536871094, 536871138, 536871422, 536871504, 536871874, 536872835, 536873311, 536873498, 536873502, 536873726, 536875160, 536888221]",,"[52300, 92862, 107547, 124636, 136650, 136651]",,"[137370, 137371]",Reverie Knights Tactics,reverie-knights-tactics,9b4f0611-ec88-ccf5-2ff1-4889af8bd65f,,[50204],,"[485039, 485040, 485041, 485042, 485043, 485044]",[1],[17],[63260],"[2060043, 2130747, 2130760, 2169213, 2178849, 2185362, 2220499, 2224831, 2225514, 2225523, 2226523, 2524786, 2562790, 2581181, 2583241, 2589334, 2589904, 2609984, 2618330, 2627893, 2635480, 2635481, 2635483, 2638116]","[200045, 200046, 200047, 200048, 200049, 200050, 200051, 200052, 200053, 200054, 200055, 200056, 200057, 220233]","[184836, 230734, 230735, 257991, 325798, 325800, 325802, 325804, 325805, 458930]",,,,,"[3, 6, 14, 48, 49, 130]",1622803353,1688753086,,2.0,,,[14913],,,1643068800.0,,"[2365, 13196, 14394, 19404, 26268, 26845, 96217, 106987, 115653, 119171]",,,79.0,,,"[346225, 421108, 421109, 421110, 424929, 424930, 424931]",151555,,"Reverie Knights Tactics is a turn-based tactical RPG with strategic battles in isometric grids where every decision can alter the story. Travel through a hand-drawn fantasy world and lead your heroes in a story-rich adventure, visual novel style!"
,,0,246869.0,https://www.igdb.com/games/ni-no-kuni-ii-revenant-kingdom-the-princes-edition,80.0,2.0,,"[12, 31]",,,,"[1, 17, 268435468, 268435487]",,"[45780, 56120, 130394, 130395, 130396, 130397]","After being overthrown in a coup, the young king Evan sets out on an extraordinary quest to found a new kingdom, unite his world and protect its inhabitants from the dark forces that threaten them.","[139393, 139394]",Ni no Kuni II: Revenant Kingdom - The Prince's Edition,ni-no-kuni-ii-revenant-kingdom-the-princes-edition,89f08261-e64a-0b9a-04c5-3aa20375362e,,[51265],The Prince's Edition,"[490064, 490065, 490066, 490067]",[1],"[1, 17]",[49094],"[2056826, 2058646, 2061029, 2062082, 2062950, 2084424, 2130911, 2657532, 2685720, 2685726, 2685739]","[504695, 504697, 504699, 504701, 504702, 504703, 649830, 649831, 649832, 649833, 649834, 649835, 649836, 649837, 649838, 649839, 649840, 649841, 649842, 649843, 649844]",[187336],,,,,"[6, 48, 49, 130, 169]",1622479670,1688753038,,2.0,14748.0,,,,,1521763200.0,,"[27092, 28010, 55199, 81249, 96217, 101608, 103168, 103303, 106987, 113360]",,,80.0,,,"[247360, 247361, 247362, 339222, 461915, 461916]",150149,,"Lose yourself in the ultimate Ni no Kuni experience with this Prince's edition including:
-Ni no Kuni II: Revenant Kingdom (full game)
-The season pass granting access to two future game expansions that add hours of additional gameplay
-The Prince's equipment package

Join the young king Evan as he sets out on an epic quest to found a new kingdom, unite his world and save its people from a terrible evil."
,[2],10,79391.0,https://www.igdb.com/games/ninja-gaiden-3-razor-s-edge,70.27272727272727,27.0,,"[25, 31]",,[143619],"[22, 61, 132, 164, 1333, 2152, 2155, 2280, 2387, 4359, 4494, 4510, 4523, 4614, 4717, 4842, 4931, 5029, 5323, 5341, 5466, 5783, 5901, 5999, 6013, 6145, 6370, 7403, 8854, 9931]","[1, 268435481, 268435487, 536870934, 536870973, 536871044, 536871076, 536872245, 536873064, 536873067, 536873192, 536873299, 536875271, 536875406, 536875422, 536875435, 536875526, 536875629, 536875754, 536875843, 536875941, 536876235, 536876253, 536876378, 536876695, 536876813, 536876911, 536876925, 536877057, 536877282, 536878315, 536879766, 536880843]",,"[67930, 109430, 110965, 110966, 125183, 125184]",,"[12862, 12863, 12864, 126037]",Ninja Gaiden 3: Razor's Edge,ninja-gaiden-3-razor-s-edge,ba7aa93f-f940-674f-19bc-47e0379c7a9a,14.0,[13563],,"[167387, 167388, 167389, 167390, 167391, 167392, 167393, 167394, 167395, 167396, 167397]","[1, 3]",[1],[3663],"[26251, 74316, 81398, 93565, 93566, 120902, 213957, 219254, 247023, 402282, 1303449, 2161596, 2618304, 2633603, 2660380, 2666764, 2713345]","[470255, 470256, 470257, 470258, 470259, 470260, 470261, 470262, 470263, 470264, 470265, 470266, 470267, 470268, 470269, 470270]","[21832, 179338, 334227]",70.32780396518967,,,,"[6, 9, 12, 41, 48, 49, 130]",1392083694,1688753038,7122.0,13.0,,,,783.0,[3094],1353110400.0,,"[501, 2180, 5503, 7122, 7213, 19133, 19565, 26950, 76882, 103168]",,,70.30026561895846,6.0,,"[12561, 12562, 68698, 68700, 108411, 108412, 141833, 240651, 241226, 241230, 241231, 241232]",5317,,"Ninja Gaiden 3: Razor's Edge is an enhanced port of Ninja Gaiden 3 that includes all downloadable content from the original title, as well as additional enhancements made to improve the game. The game can be considered an equivalent to the Ninja Gaiden Sigma games, as it enhances the original title."
,[4],0,89660.0,https://www.igdb.com/games/soulcalibur-iv,81.75,103.0,"[34628, 34629, 34630, 34631, 34632, 34633, 44784, 44785, 44786, 44787, 44788, 96216]","[4, 33]",,,"[3, 4, 61, 164, 182, 250, 253, 546, 793, 896, 1075, 1293, 1313, 1333, 1675, 2071, 2167, 2242, 2472, 3486, 3548, 3995, 4134, 4213, 4245, 4266, 4272, 4282, 4284, 4286, 4287, 4294, 4333, 4353, 4359, 4360, 4388, 4400, 4477, 4484, 4541, 4544, 4678, 4823, 4843, 4869, 4890, 4891, 4897, 4903, 4918, 4990, 5029, 5304, 5398, 5564, 5626, 5691, 5738, 5783, 5807, 5822, 5823, 5850, 5897, 6036, 6096, 6117, 6385, 6457, 6463, 6493, 6504, 6537, 7026, 7076, 7357, 7369, 7481, 7612, 8969, 9071, 9256, 9529, 9780, 10165, 10318, 10669, 11278, 11312, 12440, 12545, 13076, 14608]","[1, 17, 268435460, 268435489, 536870915, 536870916, 536870973, 536871076, 536871094, 536871162, 536871165, 536871458, 536871705, 536871808, 536871987, 536872205, 536872225, 536872245, 536872587, 536872983, 536873079, 536873154, 536873384, 536874398, 536874460, 536874907, 536875046, 536875125, 536875157, 536875178, 536875184, 536875194, 536875196, 536875198, 536875199, 536875206, 536875245, 536875265, 536875271, 536875272, 536875300, 536875312, 536875389, 536875396, 536875453, 536875456, 536875590, 536875735, 536875755, 536875781, 536875802, 536875803, 536875809, 536875815, 536875830, 536875902, 536875941, 536876216, 536876310, 536876476, 536876538, 536876603, 536876650, 536876695, 536876719, 536876734, 536876735, 536876762, 536876809, 536876948, 536877008, 536877029, 536877297, 536877369, 536877375, 536877405, 536877416, 536877449, 536877938, 536877988, 536878269, 536878281, 536878393, 536878524, 536879881, 536879983, 536880168, 536880441, 536880692, 536881077, 536881230, 536881581, 536882190, 536882224, 536883352, 536883457, 536883988, 536885520]",,"[535, 81447, 81459]",,"[15023, 15024]",SoulCalibur IV,soulcalibur-iv,84c329da-a783-a68d-4156-17bd3bed6c52,93.0,[5858],,[27790],"[1, 2]","[1, 17]",[4335],"[25090, 82941, 138248, 214165, 1187342, 1302901, 2161869]",,"[4953, 9722, 345087]",75.35426071695717,,,[8],"[9, 12]",1350221666,1688751818,,10.0,,,"[3261, 19284]",226.0,,1217289600.0,,"[494, 1006, 1243, 1244, 1245, 1246, 1247, 1565, 1566, 7020]",,,78.55213035847859,20.0,,"[38744, 38745, 38748, 38749, 38752, 105706, 105707, 105708, 449089]",1567,,"""Swords will be honed and weapons optimized as the world renowned weapon-based fighting series Soulcalibur unveils a fourth installment. Delivering new gameplay modes, characters and enhanced features with unprecedented 3D modeling and animation, Soulcalibur IV strives to be the definitive fighting game experience. The unrelenting pursuit of two legendary swords continues as Soulcalibur IV re-introduces classic warriors from the series as well as debuting new characters bringing new conflict and intrigue. Soulcalibur IV propels the fighting genre into the next-gen era with visually realistic environments, interactive stages, enhanced AI, and a new battle system."""
,,0,110422.0,https://www.igdb.com/games/card-thief,,6.0,,[16],,,[3171],"[268435472, 536874083]",,,,[104228],Card Thief,card-thief,2d0eae76-c702-a74d-79b6-0578fd151e7d,6.0,,,"[207600, 207602, 207603, 207605, 207607, 207609, 207611, 207613, 207616, 207619]",,,[72619],"[102463, 255056, 1926393, 2411081, 2687286]",,"[76723, 166694, 166695, 400407, 540262]",80.0380133198392,,,,"[34, 39]",1490945862,1688751595,,,,,,,,1489881600.0,,"[32510, 56135, 58958, 60693, 64902, 80213, 83489, 83491, 83492, 83493]",,,80.0380133198392,1.0,1.0,"[150207, 225610]",28018,,A mobile game that involves sneaking through a series of locations and stealing treasure.
,[4],0,199323.0,https://www.igdb.com/games/cut-the-rope-experiments,,5.0,,[9],,[47692],,[268435465],,"[93697, 93698]",,[217822],Cut the Rope: Experiments,cut-the-rope-experiments,a1b17a12-a9d0-dd8a-8c6d-d106a18006ed,5.0,[74549],,"[873676, 873677, 873678]",[1],,,"[124152, 1304752, 1896181]","[701588, 701589, 701590, 701591, 701592, 701593, 701594, 701595, 701596, 701597, 701598, 701599]","[116643, 116644, 253941, 253942, 371246]",80.03665262618975,,,,"[34, 39]",1521199350,1688751471,,,,,,1310.0,,1311897600.0,,"[10603, 19222, 25905, 41349, 80229, 87507, 88511, 88859, 90788, 95776]",,,80.03665262618975,,1.0,"[245873, 332147]",92498,,"Experiment to feed Om Nom candy! Cut the rope like never before. Everything you love and new gameplay! 200 levels and more to come!

The little green monster Om Nom is back and hungrier than ever! Team up with the Professor, a mad (but not bad!) scientist determined to study Om Nom’s candy-loving behavior through a series of experiments. Use suction cups and other funny devices to collect shiny gold stars, uncover hidden prizes and unlock new levels!"
,[4],0,199144.0,https://www.igdb.com/games/cut-the-rope-2,,13.0,,"[9, 33]",,,"[1511, 2071, 2451, 4355, 4511]","[35, 268435465, 268435489, 536872423, 536872983, 536873363, 536875267, 536875423]",,"[20794, 20795, 93923]","Cut the Rope 2 is a part of the iconic Cut the Rope franchise by ZeptoLab, which follows the adventures of Om Nom, a cute green creature that adores candies.

Meet Om Nom's friends - the Nommies - and hop on the amazing journey through more than 160 levels that will take you through lush forests, busy cities, junkyards and underground tunnels, all in pursuit of one goal – CANDY!

Familiar to play, yet challenging to master, Cut the Rope 2 brings fresh mind bending challenges and unanticipated obstacles to the casual phenomenon loved by preschool children and adults alike! Keep your brain fit and boost your problem solving skills by mastering the tricky levels based on real-life physics. Tired of mind game? Just sit back and enjoy the cheerful and relaxing game atmosphere of one of the most beautiful free educational apps for kids. If you like Cut the Rope, you’ll love Cut the Rope 2!

ALL NEW LOCATIONS TO EXPLORE! Experience 168 entirely new levels of rope cutting, mind boggling action.

ALL NEW CHARACTERS TO MEET! Find 7 new characters, the Nommies, to help you solve puzzles.

ALL NEW HATS TO BRAG ABOUT! Customize Om Nom, choose your favorite candy and select your finger traces.

ALL NEW ADVENTURES FOR OM NOM! Experience completely new graphics, sound and gameplay elements, including the ability to move Om Nom.

MEET OM NOM’S NEW FRIENDS, THE NOMMIES!",[188845],Cut the Rope 2,cut-the-rope-2,ed6f0db0-2293-366d-aed3-c92d5299fcbc,13.0,"[17880, 17881, 17882]",,"[148567, 148568, 148569, 148570, 148571, 148572]",[1],[35],,"[17779, 116014, 236701, 352002, 1192652, 2629945]","[701664, 701665, 701666, 701667, 701668, 701669, 701670, 701671, 701672, 701673, 701674, 701675]","[69239, 69240, 69241, 69242, 69243, 69244, 69245, 72783, 327324, 349096, 558339]",76.64689566482888,,,,"[6, 34, 39]",1498122419,1688751466,,,,,,1310.0,,1387411200.0,,"[8324, 18115, 25905, 38967, 56033, 87170, 89132, 90788, 110503, 121249]",,,76.64689566482888,6.0,1.0,"[136688, 136689, 392657]",39205,,Cut the Rope is a series of physics-based puzzle video games developed by the Russian entertainment company ZeptoLab for several platforms and devices.
,[4],0,96535.0,https://www.igdb.com/games/cut-the-rope-time-travel,,12.0,"[10356, 10357]",[9],,[47692],"[137, 151, 170, 365, 1370, 1707, 2071, 4484, 4510, 4754, 6833]","[22, 27, 35, 268435465, 536871049, 536871063, 536871082, 536871277, 536872282, 536872619, 536872983, 536875396, 536875422, 536875666, 536877745]",,"[20798, 20799, 93820]","Join Om Nom as he travels back in time to feed his ancestors with candy. Cut the Rope: Time Travel is a completely new adventure filled with time-traveling, candy-crunching, physics-based action!

Eager to learn more about Om Nom's adventures? Watch ""Om Nom Stories"" cartoons and other amazing videos on our YouTube channel!

With two cute monsters to feed in each level, Cut the Rope: Time Travel is twice the fun but familiar to play. If you like Cut the Rope, you’ll love Cut the Rope: Time Travel!

There’s no time to waste! Visit exciting locations including the Middle Ages, the Renaissance, a Pirate Ship, Ancient Egypt, Ancient Greece, the Stone Age, Disco Era, Wild West, Asian Dynasty, Industrial Revolution and the Future. Om Nom’s ancestors are waiting – and they’re getting really hungry for candy!

Cut the Rope: Time Travel is the iKids Awards 2014 winner!",[60366],Cut the Rope: Time Travel,cut-the-rope-time-travel,4336b574-aa2e-8d31-5a0f-5452501ac063,12.0,"[17884, 17885]",,"[109107, 148594, 148595, 148596, 148597, 148598]",[1],"[22, 27, 35]",,"[23923, 118556, 1899336]","[701629, 701630, 701631, 701632, 701633, 701634, 701635, 701636, 701637]","[69254, 69255, 310076, 374284, 558337, 558338]",75.5824750803954,,,,"[34, 39]",1498819150,1688751448,,,,,,1310.0,,1366243200.0,,"[60, 61, 2002, 18623, 23345, 28794, 34155, 36553, 89132, 102163]",,,75.5824750803954,5.0,2.0,"[136693, 136694]",41512,,"The third sequel, Cut the Rope: Time Travel, was released on April 18, 2013. It sees Om Nom travel back to the time of his ancestors, which means in terms of gameplay that players now feed candy to two monsters rather than to only one."
